Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2016-08-07,0.85,0.85,0.7,0.7,0.95,0.85,0.82,<1
DEL18DT,2016-08-27,0.7,0.8,0.9,0.75,0.75,0.75,0.78,1
DEL18DT,2016-08-28,0.75,0.7,0.7,0.65,0.8,0.85,0.74,1
DEL18DT,2016-08-06,0.65,0.75,0.75,0.85,0.9,0.85,0.79,<1
DEL18DT,2016-08-08,0.75,0.75,0.7,0.7,0.85,0.75,0.75,<1
DEL18DT,2016-08-01,0.7,0.75,0.75,0.65,0.65,0.7,0.7,2
DEL18DT,2016-08-18,0.85,0.75,0.85,0.75,0.75,0.75,0.78,1
DEL18DT,2016-09-03,0.65,0.6,0.6,0.75,0.65,0.65,0.65,2
DEL18DT,2016-09-23,0.8,0.7,0.65,0.8,0.85,0.9,0.78,<1
DEL18DT,2016-08-13,0.75,0.8,0.8,0.85,0.85,0.95,0.83,<1
DEL18DT,2016-08-02,0.75,0.7,0.8,0.7,0.75,0.75,0.74,1
DEL18DT,2016-09-11,0.85,0.8,0.75,0.9,0.9,0.8,0.83,<1
DEL18DT,2016-09-13,0.85,0.85,0.8,0.8,0.95,0.95,0.87,<1
DEL18DT,2016-08-22,0.7,0.75,0.8,0.8,0.85,0.8,0.78,1
DEL18DT,2016-08-05,0.75,0.75,0.7,0.85,0.75,0.7,0.75,2
DEL18DT,2016-09-04,0.65,0.65,0.65,0.65,0.65,0.6,0.64,<1
DEL18DT,2016-09-08,0.65,0.7,0.7,0.65,0.6,0.8,0.68,<1
DEL18DT,2016-08-26,0.75,0.7,0.75,0.8,0.75,0.7,0.74,<1
DEL18DT,2016-09-01,0.85,0.9,0.8,0.75,0.75,0.75,0.8,<1
DEL18DT,2016-08-21,0.75,0.8,0.8,0.7,0.8,0.75,0.77,1
DEL18DT,2016-08-14,0.9,0.8,0.8,0.85,0.85,0.9,0.85,2
DEL18DT,2016-08-24,0.7,0.8,0.75,0.75,0.7,0.8,0.75,<1
DEL18DT,2016-09-29,0.75,0.75,0.75,0.75,0.7,0.75,0.74,1
DEL18DT,2016-09-06,0.65,0.6,0.65,0.7,0.6,0.6,0.63,<1
DEL18DT,2016-09-26,0.65,0.7,0.8,0.7,0.8,0.85,0.75,<1
DEL18DT,2016-08-10,0.8,0.8,0.7,0.8,0.8,0.8,0.78,1
DEL18DT,2016-09-02,0.7,0.7,0.7,0.65,0.6,0.65,0.67,1
DEL18DT,2016-08-29,0.85,0.8,0.75,0.75,0.85,0.7,0.78,1
DEL18DT,2016-09-28,0.75,0.75,0.7,0.75,0.75,0.75,0.74,1
DEL18DT,2016-08-19,0.75,0.8,0.8,0.7,0.8,0.85,0.78,1
DEL18DT,2016-09-17,0.85,0.9,0.8,0.8,0.9,1,0.88,<1
DEL18DT,2016-08-12,0.9,0.7,0.8,0.85,0.8,0.75,0.8,<1
DEL18DT,2016-09-30,0.75,0.75,0.8,0.65,0.85,0.8,0.77,<1
DEL18DT,2016-09-24,0.85,0.75,0.75,0.7,0.75,0.75,0.76,<1
DEL18DT,2016-09-19,0.85,0.8,0.75,0.75,0.75,0.75,0.78,<1
DEL18DT,2016-08-20,0.85,0.8,0.75,0.8,0.8,0.8,0.8,<1
DEL18DT,2016-08-15,0.8,0.8,0.75,0.8,0.85,0.85,0.81,1
DEL18DT,2016-08-23,0.85,0.85,0.8,0.8,0.8,0.75,0.81,<1
DEL18DT,2016-08-03,0.75,0.7,0.75,0.85,0.8,0.7,0.76,1
DEL18DT,2016-08-09,0.85,0.75,0.75,0.8,0.85,0.85,0.81,<1
DEL18DT,2016-09-20,0.8,0.75,0.8,0.65,0.65,0.7,0.73,<1
DEL18DT,2016-09-15,0.8,0.75,0.7,0.7,0.7,0.7,0.73,2
DEL18DT,2016-09-14,0.95,0.8,0.85,0.8,0.8,0.85,0.84,1
DEL18DT,2016-08-25,0.8,0.8,0.75,0.8,0.8,0.75,0.78,1
DEL18DT,2016-09-22,0.75,0.8,0.85,0.7,0.9,0.9,0.82,<1
DEL18DT,2016-08-04,0.75,0.75,0.75,0.8,0.75,0.8,0.77,<1
DEL18DT,2016-09-27,0.85,0.85,0.9,0.8,0.8,0.8,0.83,1
DEL18DT,2016-09-21,0.75,0.75,0.9,0.9,0.65,0.75,0.78,1
DEL18DT,2016-09-09,0.75,0.8,0.8,0.8,0.8,0.8,0.79,<1
DEL18DT,2016-08-11,0.8,0.85,0.8,0.8,0.8,0.85,0.82,<1
DEL18DT,2016-08-17,0.8,0.8,0.85,0.8,0.75,0.85,0.81,<1
DEL18DT,2016-09-12,0.75,0.75,0.75,0.8,0.8,0.9,0.79,<1
DEL18DT,2016-09-16,0.75,0.75,0.75,0.7,0.75,0.8,0.75,<1
DEL18DT,2016-09-18,0.9,0.8,0.85,0.9,0.85,0.75,0.84,1
DEL18DT,2016-09-07,0.65,0.65,0.65,0.7,0.6,0.6,0.64,1
DEL18DT,2016-09-25,0.75,0.7,0.75,0.6,0.8,0.7,0.72,1
DEL18DT,2016-08-31,0.65,0.6,0.7,0.85,0.7,0.8,0.72,<1
DEL18DT,2016-08-30,0.7,0.7,0.75,0.75,0.7,0.65,0.71,<1
DEL18DT,2016-08-16,0.65,0.75,0.75,0.75,0.75,0.85,0.75,1
DEL18DT,2016-09-10,0.95,0.8,0.8,0.75,0.8,0.8,0.82,<1
DEL18DT,2016-08-07,0.85,0.85,0.7,0.7,0.95,0.85,0.82,<1
DEL18DT,2016-08-27,0.7,0.8,0.9,0.75,0.75,0.75,0.78,1
DEL18DT,2016-09-05,0.65,0.65,0.65,0.6,0.55,0.6,0.62,<1
DEL18DT,2016-10-04,0.8,0.7,0.75,0.7,0.7,0.65,0.72,3
DEL18DT,2016-10-31,0.6,0.55,0.6,0.6,0.6,0.7,0.61,2
DEL18DT,2016-10-10,0.75,0.7,0.7,0.8,0.75,0.75,0.74,1
DEL18DT,2016-10-13,0.75,0.7,0.8,0.65,0.65,0.65,0.7,<1
DEL18DT,2016-10-28,0.55,0.55,0.55,0.6,0.6,0.7,0.59,3
DEL18DT,2016-10-23,0.5,0.45,0.5,0.6,0.55,0.55,0.53,5
DEL18DT,2016-10-11,0.75,0.75,0.8,0.7,0.75,0.75,0.75,<1
DEL18DT,2016-10-18,0.65,0.6,0.6,0.6,0.55,0.75,0.63,4
DEL18DT,2016-10-21,0.7,0.75,0.65,0.65,0.6,0.65,0.67,<1
DEL18DT,2016-10-25,0.6,0.55,0.6,0.5,0.55,0.6,0.57,1
DEL18DT,2016-10-15,0.65,0.7,0.65,0.65,0.7,0.7,0.68,1
DEL18DT,2016-10-22,0.65,0.7,0.6,0.6,0.55,0.5,0.6,1
DEL18DT,2016-10-29,0.6,0.55,0.55,0.55,0.55,0.6,0.57,3
DEL18DT,2016-10-14,0.65,0.65,0.65,0.75,0.65,0.65,0.67,<1
DEL18DT,2016-10-08,0.8,0.85,0.8,0.85,0.85,0.85,0.83,1
DEL18DT,2016-10-27,0.65,0.7,0.7,0.65,0.55,0.6,0.64,1
DEL18DT,2016-10-24,0.65,0.55,0.55,0.6,0.55,0.6,0.58,1
DEL18DT,2016-10-05,0.65,0.65,0.7,0.65,0.7,0.7,0.68,<1
DEL18DT,2016-10-17,0.6,0.6,0.65,0.7,0.65,0.7,0.65,<1
DEL18DT,2016-10-01,0.7,0.7,0.7,0.75,0.75,0.7,0.72,1
DEL18DT,2016-10-09,0.85,0.8,0.85,0.85,0.85,0.8,0.83,3
DEL18DT,2016-10-07,0.8,0.8,0.8,0.75,0.8,0.8,0.79,<1
DEL18DT,2016-10-19,0.8,0.7,0.7,0.6,0.6,0.65,0.68,1
DEL18DT,2016-10-30,0.6,0.65,0.6,0.65,0.6,0.6,0.62,1
DEL18DT,2016-10-06,0.65,0.65,0.75,0.7,0.75,0.75,0.71,<1
DEL18DT,2016-10-03,0.75,0.75,0.85,0.75,0.85,0.85,0.8,<1
DEL18DT,2016-10-16,0.65,0.65,0.65,0.65,0.7,0.65,0.66,<1
DEL18DT,2016-10-20,0.65,0.65,0.65,0.75,0.75,0.75,0.7,<1
DEL18DT,2016-10-02,0.75,0.75,0.75,0.7,0.65,0.8,0.73,1
DEL18DT,2016-10-12,0.65,0.75,0.85,0.8,0.75,0.7,0.75,1
DEL18DT,2016-10-26,0.6,0.55,0.6,0.65,0.65,0.55,0.6,2
DEL18DT,2016-11-18,0.6,0.6,0.65,0.7,0.65,0.6,0.63,<1
DEL18DT,2016-12-08,0.65,0.6,0.6,0.75,0.65,0.65,0.65,<1
DEL18DT,2016-12-02,0.6,0.7,0.6,0.6,0.65,0.65,0.63,<1
DEL18DT,2016-12-14,0.65,0.65,0.6,0.65,0.6,0.65,0.63,<1
DEL18DT,2016-12-25,0.65,0.65,0.65,0.65,0.65,0.65,0.65,2
DEL18DT,2016-11-30,0.7,0.65,0.65,0.6,0.6,0.55,0.63,<1
DEL18DT,2016-12-19,0.7,0.6,0.65,0.65,0.65,0.7,0.66,2
DEL18DT,2016-12-30,0.65,0.65,0.7,0.65,0.7,0.65,0.67,1
DEL18DT,2016-11-12,0.65,0.65,0.7,0.6,0.6,0.6,0.63,<1
DEL18DT,2016-11-01,0.65,0.6,0.65,0.55,0.55,0.55,0.59,<1
DEL18DT,2016-11-15,0.65,0.65,0.7,0.6,0.55,0.65,0.63,1
DEL18DT,2016-12-04,0.65,0.6,0.6,0.65,0.7,0.65,0.64,<1
DEL18DT,2016-11-08,0.6,0.55,0.55,0.6,0.6,0.6,0.58,1
DEL18DT,2016-11-05,0.65,0.6,0.6,0.6,0.6,0.65,0.62,<1
DEL18DT,2016-11-07,0.55,0.6,0.6,0.6,0.5,0.55,0.57,<1
DEL18DT,2016-12-27,0.65,0.65,0.7,0.7,0.65,0.7,0.68,<1
DEL18DT,2016-12-18,0.7,0.7,0.7,0.7,0.7,0.8,0.72,<1
DEL18DT,2016-12-09,0.65,0.65,0.65,0.65,0.65,0.65,0.65,<1
DEL18DT,2016-12-28,0.65,0.65,0.7,0.7,0.65,0.65,0.67,1
DEL18DT,2016-11-06,0.6,0.6,0.6,0.55,0.6,0.55,0.58,3
DEL18DT,2016-12-07,0.65,0.65,0.8,0.65,0.6,0.6,0.66,1
DEL18DT,2016-11-11,0.65,0.6,0.65,0.65,0.7,0.75,0.67,<1
DEL18DT,2016-11-27,0.6,0.6,0.6,0.6,0.55,0.6,0.59,1
DEL18DT,2016-12-24,0.65,0.7,0.7,0.7,0.65,0.7,0.68,1
DEL18DT,2016-12-13,0.6,0.65,0.65,0.65,0.65,0.65,0.64,<1
DEL18DT,2016-12-31,0.65,0.65,0.65,0.6,0.65,0.7,0.65,1
DEL18DT,2016-12-06,0.6,0.65,0.65,0.75,0.7,0.75,0.68,2
DEL18DT,2016-11-14,0.65,0.65,0.8,0.7,0.65,0.65,0.68,1
DEL18DT,2016-12-05,0.6,0.65,0.6,0.6,0.55,0.65,0.61,1
DEL18DT,2016-11-19,0.6,0.6,0.65,0.6,0.6,0.6,0.61,1
DEL18DT,2016-12-20,0.65,0.65,0.65,0.65,0.7,0.7,0.67,1
DEL18DT,2016-12-26,0.7,0.6,0.65,0.65,0.65,0.6,0.64,<1
DEL18DT,2016-12-21,0.65,0.65,0.7,0.65,0.65,0.65,0.66,1
DEL18DT,2016-11-28,0.6,0.6,0.6,0.6,0.65,0.5,0.59,1
DEL18DT,2016-11-20,0.6,0.65,0.6,0.5,0.55,0.7,0.6,<1
DEL18DT,2016-11-24,0.6,0.6,0.55,0.5,0.55,0.55,0.56,<1
DEL18DT,2016-12-03,0.65,0.65,0.65,0.6,0.6,0.65,0.63,<1
DEL18DT,2016-11-04,0.6,0.65,0.6,0.6,0.6,0.65,0.62,<1
DEL18DT,2016-11-29,0.65,0.6,0.65,0.55,0.65,0.65,0.63,<1
DEL18DT,2016-11-26,0.6,0.6,0.6,0.6,0.6,0.6,0.6,2
DEL18DT,2016-12-11,0.65,0.6,0.65,0.5,0.6,0.6,0.6,<1
DEL18DT,2016-11-10,0.65,0.6,0.6,0.65,0.6,0.6,0.62,1
DEL18DT,2016-12-22,0.65,0.65,0.65,0.75,0.65,0.65,0.67,<1
DEL18DT,2016-11-13,0.6,0.6,0.6,0.65,0.6,0.65,0.62,<1
DEL18DT,2016-12-29,0.7,0.75,0.7,0.7,0.6,0.65,0.68,<1
DEL18DT,2016-12-12,0.6,0.55,0.6,0.7,0.6,0.6,0.61,<1
DEL18DT,2016-11-21,0.65,0.6,0.65,0.6,0.6,0.65,0.63,1
DEL18DT,2016-11-22,0.6,0.65,0.65,0.6,0.6,0.65,0.63,1
DEL18DT,2016-11-17,0.6,0.55,0.6,0.6,0.65,0.65,0.61,2
DEL18DT,2016-12-17,0.65,0.75,0.65,0.65,0.65,0.65,0.67,1
DEL18DT,2016-12-10,0.65,0.65,0.65,0.55,0.6,0.6,0.62,2
DEL18DT,2016-11-02,0.5,0.6,0.6,0.65,0.7,0.65,0.62,1
DEL18DT,2016-12-15,0.65,0.65,0.65,0.6,0.65,0.6,0.63,<1
DEL18DT,2016-11-16,0.55,0.6,0.6,0.55,0.6,0.65,0.59,<1
DEL18DT,2016-11-09,0.65,0.6,0.6,0.6,0.5,0.6,0.59,1
DEL18DT,2016-12-01,0.75,0.65,0.65,0.7,0.6,0.6,0.66,2
DEL18DT,2016-12-16,0.6,0.6,0.65,0.7,0.7,0.7,0.66,1
DEL18DT,2016-11-23,0.6,0.6,0.65,0.5,0.6,0.65,0.6,1
DEL18DT,2016-11-25,0.6,0.55,0.5,0.5,0.6,0.6,0.56,1
DEL18DT,2016-12-23,0.6,0.65,0.6,0.7,0.6,0.7,0.64,<1
DEL18DT,2016-11-03,0.65,0.6,0.6,0.55,0.6,0.7,0.62,1
DEL18DT,2017-01-20,0.7,0.75,0.7,0.7,0.65,0.65,0.69,<1
DEL18DT,2017-01-17,0.65,0.65,0.6,0.65,0.65,0.65,0.64,<1
DEL18DT,2017-01-01,0.7,0.8,0.75,0.6,0.65,0.65,0.69,1
DEL18DT,2017-01-12,0.6,0.6,0.6,0.6,0.65,0.65,0.62,<1
DEL18DT,2017-01-16,0.6,0.6,0.6,0.6,0.65,0.7,0.63,<1
DEL18DT,2017-01-07,0.65,0.65,0.6,0.6,0.65,0.65,0.63,<1
DEL18DT,2017-01-15,0.6,0.6,0.65,0.65,0.6,0.6,0.62,1
DEL18DT,2017-01-25,0.85,0.8,0.8,0.85,0.7,0.7,0.78,<1
DEL18DT,2017-01-29,0.75,0.75,0.75,0.7,0.75,0.7,0.73,<1
DEL18DT,2017-01-08,0.65,0.65,0.65,0.6,0.6,0.65,0.63,<1
DEL18DT,2017-01-18,0.65,0.7,0.8,1.1,0.75,0.75,0.79,<1
DEL18DT,2017-01-31,0.75,0.8,0.8,0.75,0.75,0.8,0.78,<1
DEL18DT,2017-01-09,0.65,0.65,0.6,0.7,0.65,0.65,0.65,1
DEL18DT,2017-01-26,0.7,0.7,0.75,0.75,0.75,0.7,0.73,<1
DEL18DT,2017-01-06,0.6,0.7,0.7,0.6,0.65,0.7,0.66,2
DEL18DT,2017-01-30,0.7,0.7,0.7,0.75,0.75,0.75,0.73,<1
DEL18DT,2017-01-19,0.75,0.75,0.75,0.8,0.7,0.7,0.74,<1
DEL18DT,2017-01-05,0.65,0.7,0.7,0.65,0.65,0.6,0.66,<1
DEL18DT,2017-01-28,0.75,0.7,0.7,0.75,0.75,0.8,0.74,1
DEL18DT,2017-01-23,0.85,0.9,1,0.95,0.95,0.8,0.91,<1
DEL18DT,2017-01-03,0.65,0.65,0.6,0.65,0.7,0.65,0.65,1
DEL18DT,2017-01-02,0.6,0.65,0.65,0.6,0.65,0.7,0.64,<1
DEL18DT,2017-02-10,0.85,0.8,0.75,0.8,0.85,0.8,0.81,<1
DEL18DT,2017-02-25,0.75,0.75,0.75,0.8,0.8,0.8,0.78,<1
DEL18DT,2017-02-23,0.8,0.75,0.75,0.8,1,0.75,0.81,<1
DEL18DT,2017-02-28,0.9,0.9,0.8,0.8,0.85,0.8,0.84,<1
DEL18DT,2017-02-18,0.75,0.8,0.8,0.75,0.75,0.75,0.77,1
DEL18DT,2017-02-09,0.9,0.8,0.85,0.75,0.85,0.8,0.83,<1
DEL18DT,2017-02-20,0.8,0.75,0.75,0.8,0.75,0.8,0.78,<1
DEL18DT,2017-02-14,0.75,0.85,0.8,0.75,0.8,0.9,0.81,1
DEL18DT,2017-02-04,0.75,0.8,0.75,0.75,0.75,0.75,0.76,<1
DEL18DT,2017-02-01,0.8,0.75,0.75,0.75,0.7,0.8,0.76,<1
DEL18DT,2017-02-16,0.75,0.75,0.85,0.9,0.8,0.9,0.83,<1
DEL18DT,2017-02-27,0.8,0.75,0.75,0.85,0.85,0.9,0.82,<1
DEL18DT,2017-02-21,0.75,0.75,0.75,0.8,0.8,0.75,0.77,<1
DEL18DT,2017-02-12,0.8,0.8,0.85,0.85,0.85,0.9,0.84,3
DEL18DT,2017-02-11,0.75,0.85,0.8,0.8,0.8,0.8,0.8,1
DEL18DT,2017-02-24,0.8,0.65,0.75,0.75,0.75,0.75,0.74,<1
DEL18DT,2017-02-05,0.8,0.85,0.7,0.75,0.75,0.8,0.78,<1
DEL18DT,2017-02-26,0.75,0.75,0.8,0.8,0.8,0.75,0.78,<1
DEL18DT,2017-02-13,0.85,0.9,0.8,0.75,0.75,0.8,0.81,1
DEL18DT,2017-02-06,0.75,0.8,0.85,0.85,0.9,0.85,0.83,<1
DEL18DT,2017-02-02,0.75,0.75,0.75,0.85,0.8,0.8,0.78,<1
DEL18DT,2017-02-07,0.8,0.75,0.85,0.9,0.9,0.8,0.83,<1
DEL18DT,2017-02-03,0.7,0.85,0.75,0.75,0.8,0.75,0.77,3
DEL18DT,2017-02-17,0.75,0.8,0.8,0.75,0.75,0.8,0.78,2
DEL18DT,2017-02-22,0.75,0.8,0.7,0.85,0.8,0.8,0.78,1
DEL18DT,2017-02-08,0.85,0.9,0.95,1,0.85,0.85,0.9,1
DEL18DT,2017-02-15,0.85,0.75,0.75,0.75,0.7,0.7,0.75,2
DEL18DT,2017-02-19,0.75,0.75,0.7,0.75,0.7,0.7,0.73,<1
DEL18DT,2017-03-13,0.85,0.8,0.75,0.75,0.95,1.2,0.88,<1
DEL18DT,2017-03-24,0.8,0.85,0.85,0.8,0.8,0.85,0.83,1
DEL18DT,2017-03-18,0.95,0.8,0.85,0.85,0.8,0.8,0.84,1
DEL18DT,2017-03-27,0.8,0.8,0.8,0.9,0.9,0.85,0.84,1
DEL18DT,2017-03-10,0.8,0.8,0.8,0.85,0.8,0.8,0.81,1
DEL18DT,2017-03-21,0.85,0.9,0.85,0.8,0.8,0.8,0.83,<1
DEL18DT,2017-03-02,0.85,0.85,0.85,0.85,0.85,0.8,0.84,<1
DEL18DT,2017-03-11,0.85,0.8,0.8,0.85,0.85,0.85,0.83,<1
DEL18DT,2017-03-31,0.8,0.8,0.75,0.8,1.1,1.1,0.89,<1
DEL18DT,2017-03-12,0.9,0.85,0.85,0.85,0.8,0.85,0.85,<1
DEL18DT,2017-03-01,0.8,0.9,0.9,0.9,0.9,0.9,0.88,1
DEL18DT,2017-03-06,0.8,0.85,0.8,0.7,0.9,0.9,0.83,<1
DEL18DT,2017-03-30,0.85,0.85,0.9,0.8,0.9,0.95,0.88,<1
DEL18DT,2017-03-15,1,1,0.95,0.9,0.95,0.9,0.95,<1
DEL18DT,2017-03-25,0.85,0.85,0.85,0.85,0.85,0.8,0.84,<1
DEL18DT,2017-03-17,0.85,0.8,0.8,0.9,0.9,0.85,0.85,<1
DEL18DT,2017-03-03,0.85,0.85,0.85,0.8,0.8,0.8,0.83,<1
DEL18DT,2017-03-19,0.9,0.95,0.95,1.1,1,0.95,0.98,1
DEL18DT,2017-03-09,0.8,0.9,0.85,0.7,0.85,0.8,0.82,<1
DEL18DT,2017-03-23,0.85,0.85,0.85,0.85,0.9,0.9,0.87,<1
DEL18DT,2017-03-04,0.75,0.8,0.8,0.85,0.85,0.85,0.82,7
DEL18DT,2017-03-07,0.8,0.85,0.8,0.85,0.85,0.85,0.83,<1
DEL18DT,2017-03-14,1.4,1.3,1,1.1,1.1,1,1.15,<1
DEL18DT,2017-03-16,0.9,0.85,0.85,0.85,0.8,0.9,0.86,<1
DEL18DT,2017-03-22,0.8,0.9,0.85,0.9,0.75,0.85,0.84,<1
DEL18DT,2017-03-28,0.9,0.95,0.85,0.8,0.85,0.9,0.88,<1
DEL18DT,2017-03-05,0.8,0.85,0.85,0.9,0.75,0.85,0.83,<1
DEL18DT,2017-03-20,0.9,0.85,0.9,0.85,0.85,0.9,0.88,<1
DEL18DT,2017-03-29,0.8,0.9,0.8,0.9,0.9,0.85,0.86,<1
DEL18DT,2017-03-08,0.85,0.8,0.8,0.8,0.8,0.85,0.82,<1
DEL18DT,2017-03-26,0.85,0.85,0.85,0.85,0.8,0.85,0.84,<1
DEL18DT,2017-04-02,1.1,1,1,1,1.2,0.9,1.03,1
DEL18DT,2017-04-17,0.95,1,1,0.9,0.9,0.9,0.94,<1
DEL18DT,2017-04-12,0.9,0.85,0.9,0.8,0.9,0.75,0.85,<1
DEL18DT,2017-04-15,0.85,0.9,0.9,0.85,0.9,0.85,0.88,<1
DEL18DT,2017-04-14,0.8,0.8,0.8,0.85,0.75,0.8,0.8,<1
DEL18DT,2017-04-11,0.75,0.95,0.85,0.8,0.7,0.9,0.83,<1
DEL18DT,2017-04-28,0.95,0.9,1,0.95,0.9,1,0.95,E1
DEL18DT,2017-04-16,0.85,0.95,0.9,1,1,0.75,0.91,E1
DEL18DT,2017-04-25,0.9,0.95,0.85,0.95,0.85,0.9,0.9,E1
DEL18DT,2017-04-08,0.85,0.9,0.85,0.85,0.75,0.8,0.83,E1
DEL18DT,2017-04-19,0.85,0.85,0.9,0.9,0.9,0.9,0.88,<1
DEL18DT,2017-04-03,0.95,0.9,0.75,0.85,0.75,0.8,0.83,<1
DEL18DT,2017-04-22,0.95,0.9,0.9,0.95,0.9,0.9,0.92,<1
DEL18DT,2017-04-06,0.9,0.75,0.9,0.9,1,0.95,0.9,<1
DEL18DT,2017-04-09,0.85,0.8,0.8,0.85,0.85,0.85,0.83,<1
DEL18DT,2017-04-29,1,1.1,1,0.9,0.95,1,0.99,<1
DEL18DT,2017-04-13,0.85,0.9,0.85,0.85,0.8,0.8,0.84,<1
DEL18DT,2017-04-18,0.95,0.95,0.9,0.9,0.85,0.8,0.89,E1
DEL18DT,2017-04-27,0.95,0.85,0.85,0.95,0.95,0.95,0.92,<1
DEL18DT,2017-04-10,0.8,0.8,0.9,0.85,0.85,0.8,0.83,<1
DEL18DT,2017-04-23,0.9,0.95,0.95,0.95,0.9,1,0.94,E1
DEL18DT,2017-04-07,1,0.95,0.95,0.85,0.85,0.75,0.89,E1
DEL18DT,2017-04-30,0.95,1,0.9,0.85,0.9,0.9,0.92,<1
DEL18DT,2017-04-05,0.85,0.9,0.9,0.95,0.9,0.85,0.89,E1
DEL18DT,2017-04-04,0.85,1,0.85,0.85,0.85,0.95,0.89,<1
DEL18DT,2017-04-01,1.2,1.2,1.2,1.1,1.1,1.1,1.15,1
DEL18DT,2017-04-20,0.85,0.9,0.9,0.9,0.95,0.9,0.9,<1
DEL18DT,2017-04-26,0.9,0.95,0.9,0.9,0.95,0.95,0.93,<1
DEL18DT,2017-04-24,0.85,0.9,1,0.85,0.95,0.95,0.92,<1
DEL18DT,2017-04-21,0.9,0.9,0.85,0.85,0.9,0.9,0.88,E2
DEL18DT,2017-05-05,0.95,0.9,1,0.95,0.85,0.8,0.91,<1
DEL18DT,2017-05-22,0.9,0.85,0.9,0.8,0.8,0.85,0.85,E2
DEL18DT,2017-05-08,1.1,0.85,0.9,0.85,0.95,0.85,0.92,E5
DEL18DT,2017-05-09,0.9,0.95,0.85,0.8,0.8,0.85,0.86,E4
DEL18DT,2017-05-18,0.9,0.85,0.8,1.1,1.1,0.85,0.93,E1
DEL18DT,2017-05-13,0.85,0.8,0.8,0.8,0.85,0.85,0.83,<1
DEL18DT,2017-05-16,0.75,0.8,0.75,0.8,0.85,0.8,0.79,E3
DEL18DT,2017-05-11,0.9,0.75,0.8,0.85,0.85,0.9,0.84,E3
DEL18DT,2017-05-31,0.75,0.8,0.85,0.75,0.75,0.75,0.78,<1
DEL18DT,2017-05-01,0.95,0.9,0.8,0.85,0.75,0.85,0.85,<1
DEL18DT,2017-05-26,0.75,0.75,0.7,0.85,0.85,0.85,0.79,E3
DEL18DT,2017-05-20,0.8,0.8,0.8,0.75,0.75,0.75,0.78,E1
DEL18DT,2017-05-25,0.9,0.95,0.95,0.95,0.85,0.9,0.92,E7
DEL18DT,2017-05-29,0.85,0.75,0.75,0.8,0.75,0.75,0.78,E4
DEL18DT,2017-05-02,0.85,0.9,0.85,1,1.1,0.75,0.91,<1
DEL18DT,2017-05-24,0.8,0.9,0.75,0.85,0.8,0.85,0.83,E1
DEL18DT,2017-05-14,0.8,0.85,0.8,0.85,0.75,0.8,0.81,E1
DEL18DT,2017-05-15,0.9,0.8,1.1,0.8,0.7,0.8,0.85,E4
DEL18DT,2017-05-10,0.8,0.85,0.85,0.85,0.8,0.85,0.83,E5
DEL18DT,2017-05-21,0.8,0.8,0.75,0.9,0.8,0.8,0.81,E1
DEL18DT,2017-05-30,0.8,0.8,0.9,0.85,0.85,0.85,0.84,E1
DEL18DT,2017-05-19,0.9,0.85,0.85,1,0.85,0.8,0.88,<1
DEL18DT,2017-05-23,0.85,0.85,0.9,0.8,0.9,0.9,0.87,E2
DEL18DT,2017-05-28,0.8,0.8,0.85,0.85,0.9,0.85,0.84,E3
DEL18DT,2017-05-04,0.85,0.95,0.9,0.9,0.85,0.9,0.89,E1
DEL18DT,2017-05-12,0.8,0.9,0.9,0.8,0.8,0.85,0.84,E2
DEL18DT,2017-05-03,1,0.95,0.9,0.95,1,0.95,0.96,<1
DEL18DT,2017-05-07,0.9,0.95,0.95,0.95,0.9,0.9,0.93,E2
DEL18DT,2017-05-06,0.9,0.9,0.9,0.85,0.85,0.85,0.88,E1
DEL18DT,2017-05-17,0.85,0.8,0.8,0.8,0.85,0.85,0.83,<1
DEL18DT,2017-05-27,0.85,0.8,0.95,0.85,0.8,0.8,0.84,E7
DEL18DT,2017-06-22,0.9,0.75,0.7,0.7,0.7,0.75,0.75,E1
DEL18DT,2017-06-15,0.8,0.75,0.75,0.75,0.75,0.8,0.77,E1
DEL18DT,2017-07-19,0.6,0.55,0.65,0.6,0.7,0.65,0.63,<1
DEL18DT,2017-06-11,0.75,0.8,0.8,0.85,0.75,1.1,0.84,E1
DEL18DT,2017-07-08,0.6,0.65,0.65,0.6,0.6,0.6,0.62,<1
DEL18DT,2017-07-30,0.65,0.65,0.7,0.7,0.7,0.7,0.68,<1
DEL18DT,2017-07-17,0.75,0.65,0.7,0.65,0.6,0.65,0.67,E2
DEL18DT,2017-07-15,0.65,0.65,0.6,0.65,0.7,0.65,0.65,<1
DEL18DT,2017-07-11,0.65,0.55,0.55,0.55,0.6,0.65,0.59,E1
DEL18DT,2017-07-22,0.6,0.6,0.65,0.6,0.65,0.55,0.61,E1
DEL18DT,2017-06-01,0.85,0.85,0.8,0.75,0.75,0.8,0.8,E1
DEL18DT,2017-06-08,0.7,0.7,0.7,0.7,0.85,0.8,0.74,E1
DEL18DT,2017-06-04,0.8,0.85,0.8,0.8,0.75,0.8,0.8,E2
DEL18DT,2017-07-20,0.65,0.7,0.7,0.6,0.6,0.65,0.65,<1
